tenure,Contract,MonthlyCharges,TotalCharges,InternetService_Fiber optic,PaymentMethod_Electronic check,OnlineSecurity_No,services_count,tenure_group,avg_charge_per_month
7,0.0,75.15,496.9,True,False,True,1,1,70.98571428571428
42,0.0,103.8,4327.5,True,False,True,5,3,103.03571428571428
49,2.0,20.15,973.35,False,False,False,0,4,19.864285714285717
9,0.0,99.3,918.75,True,False,True,3,1,102.08333333333331
35,1.0,62.15,2215.45,False,False,False,2,3,63.29857142857142
48,2.0,20.65,1057.0,False,False,False,0,3,22.02083333333333
46,2.0,19.95,927.1,False,False,False,0,3,20.15434782608696
29,0.0,33.75,1009.25,False,False,True,1,3,34.80172413793103
30,0.0,82.05,2570.2,True,False,True,2,3,85.67333333333333
1,0.0,74.7,74.7,True,True,True,1,0,74.7
66,2.0,84.0,5714.25,False,False,False,5,4,86.57954545454545
65,0.0,111.05,7107.0,True,False,False,5,4,109.33846153846154
72,2.0,100.9,7459.05,True,False,True,4,4,103.59791666666666
12,0.0,78.95,927.35,True,True,False,1,1,77.27916666666667
71,1.0,66.85,4748.7,False,False,False,3,4,66.8830985915493
5,0.0,21.05,113.85,False,False,False,0,0,22.77
52,2.0,21.0,1107.2,False,False,False,0,4,21.29230769230769
25,0.0,98.5,2514.5,True,True,True,4,3,100.58
1,0.0,20.2,20.2,False,False,False,0,0,20.2
1,0.0,19.45,19.45,False,True,False,0,0,19.45
38,1.0,95.0,3605.6,True,False,True,3,3,94.88421052631578
66,1.0,45.55,3027.25,False,False,True,3,4,45.86742424242424
68,2.0,110.0,7611.85,True,False,True,5,4,111.93897058823528
5,0.0,24.3,100.2,False,False,True,0,0,20.04
72,1.0,104.15,7303.05,True,True,False,4,4,101.43125
32,1.0,30.15,927.65,False,False,False,1,3,28.9890625
43,1.0,94.35,3921.3,True,False,True,2,3,91.19302325581396
72,2.0,19.4,1363.25,False,False,False,0,4,18.93402777777778
55,0.0,96.75,5238.9,True,True,False,3,4,95.25272727272728
52,1.0,57.95,3042.25,False,False,False,3,4,58.50480769230769
43,0.0,91.65,3954.1,True,True,True,3,3,91.95581395348836
37,0.0,76.5,2868.15,True,True,True,0,3,77.51756756756757
64,2.0,54.6,3423.5,False,True,True,4,4,53.4921875
3,0.0,89.85,248.4,True,True,False,3,0,82.8
36,2.0,31.05,1126.35,False,False,False,1,3,31.2875
10,0.0,100.25,1064.65,True,True,False,3,1,106.465
41,2.0,20.65,835.15,False,False,False,0,3,20.36951219512195
27,0.0,85.2,2151.6,True,False,True,2,3,79.68888888888888
56,1.0,99.8,5515.45,True,False,True,3,4,98.49017857142856
6,0.0,20.7,112.75,False,False,False,0,0,18.791666666666668
3,0.0,74.4,229.55,True,True,True,0,0,76.51666666666667
7,0.0,50.7,350.35,False,False,False,1,1,50.05
4,0.0,20.85,62.9,False,False,False,0,0,15.725
33,2.0,88.95,3027.65,True,True,False,3,3,91.7469696969697
27,0.0,78.05,2135.5,True,True,True,1,3,79.0925925925926
72,2.0,23.55,1723.95,False,False,False,0,4,23.94375
1,0.0,19.75,19.75,False,False,False,0,0,19.75
71,1.0,56.45,3985.35,False,True,False,4,4,56.131690140845066
13,0.0,85.95,1215.65,True,True,True,1,2,93.51153846153846
25,0.0,58.6,1502.65,False,False,False,5,3,60.106
67,2.0,50.55,3260.1,False,False,True,1,4,48.65820895522388
1,0.0,35.45,35.45,False,True,True,1,0,35.45
2,0.0,44.35,81.25,False,True,True,0,0,40.625
43,2.0,25.7,1188.2,False,False,False,0,3,27.632558139534886
23,0.0,75.0,1778.5,True,False,False,1,2,77.32608695652173
64,2.0,20.2,1277.75,False,False,False,0,4,19.96484375
57,2.0,19.6,1170.55,False,False,False,0,4,20.5359649122807
1,0.0,70.45,70.45,True,False,True,0,0,70.45
72,2.0,88.05,6425.65,False,False,False,6,4,89.24513888888889
8,0.0,71.15,563.65,False,True,False,3,1,70.45625
61,2.0,101.05,5971.25,True,False,True,3,4,97.88934426229508
64,1.0,84.3,5289.05,True,False,False,2,4,82.64140625
71,2.0,23.95,1756.2,False,False,False,0,4,24.735211267605635
65,2.0,99.05,6416.7,True,False,False,4,4,98.71846153846154
3,1.0,19.6,61.35,False,False,False,0,0,20.45
1,0.0,45.65,45.65,False,True,True,0,0,45.65
30,1.0,64.5,1929.95,False,False,True,3,3,64.33166666666666
15,0.0,69.5,1071.4,False,False,True,4,2,71.42666666666668
8,0.0,68.55,564.35,False,True,True,3,1,70.54375
7,0.0,95.0,655.5,True,False,True,2,1,93.64285714285714
70,1.0,108.15,7930.55,True,False,False,5,4,113.29357142857144
62,2.0,86.1,5215.25,False,True,False,6,4,84.11693548387096
6,0.0,19.7,113.5,False,False,False,0,0,18.916666666666668
14,0.0,80.9,1152.8,True,False,True,1,2,82.34285714285714
22,0.0,84.15,1821.95,True,False,True,1,2,82.81590909090909
22,1.0,20.15,419.9,False,False,False,0,2,19.08636363636364
16,2.0,64.25,1024.0,False,False,False,3,2,64.0
10,2.0,25.7,251.6,False,False,False,0,1,25.16
13,0.0,56.0,764.55,False,True,False,2,2,58.81153846153846
20,0.0,82.4,1592.35,True,True,False,1,2,79.61749999999999
2,0.0,69.7,135.2,True,True,True,0,0,67.6
53,2.0,73.9,3958.25,False,False,True,4,4,74.68396226415095
11,1.0,20.6,233.9,False,False,False,0,1,21.263636363636365
69,2.0,19.9,1363.45,False,False,False,0,4,19.76014492753623
4,0.0,70.9,273.0,True,False,True,0,0,68.25
72,2.0,89.05,6254.45,False,False,False,6,4,86.86736111111111
58,0.0,45.3,2651.2,False,True,True,3,4,45.710344827586205
16,0.0,20.4,321.4,False,True,False,0,2,20.0875
43,1.0,84.25,3539.25,True,False,False,3,3,82.30813953488372
2,0.0,104.4,242.8,True,True,True,4,0,121.4
14,2.0,81.95,1181.75,False,False,True,5,2,84.41071428571429
53,1.0,94.85,5000.2,True,False,True,3,4,94.3433962264151
32,1.0,20.55,654.55,False,False,False,0,3,20.4546875
34,0.0,24.7,780.2,False,True,False,0,3,22.947058823529414
15,0.0,74.45,1145.7,True,False,True,0,2,76.38000000000001
7,0.0,76.45,503.6,True,False,False,1,1,71.94285714285715
15,0.0,105.35,1559.25,True,False,True,4,2,103.95
61,1.0,20.55,1252.0,False,False,False,0,4,20.524590163934427
1,0.0,29.95,29.95,False,False,True,1,0,29.95
1,0.0,45.3,45.3,False,False,True,0,0,45.3
8,0.0,84.5,662.65,True,False,True,1,1,82.83125
33,1.0,74.75,2453.3,False,False,False,4,3,74.34242424242424
13,0.0,79.25,1111.65,True,True,True,2,2,85.51153846153846
1,0.0,24.8,24.8,False,True,True,0,0,24.8
20,0.0,51.8,1023.85,False,False,True,1,2,51.1925
3,0.0,30.4,82.15,False,True,True,1,0,27.383333333333336
13,1.0,19.65,244.8,False,True,False,0,2,18.83076923076923
40,0.0,56.6,2379.1,False,False,True,1,3,59.4775
43,1.0,71.9,3173.35,False,False,False,3,3,73.79883720930232
6,0.0,91.0,531.0,True,True,True,3,0,88.5
69,2.0,19.75,1375.4,False,False,False,0,4,19.933333333333334
72,2.0,109.7,8129.3,True,False,False,5,4,112.90694444444443
59,2.0,19.3,1192.7,False,False,False,0,4,20.215254237288136
20,0.0,96.55,1901.65,True,True,False,4,2,95.0825
24,2.0,24.1,587.4,False,False,False,0,2,24.475
59,0.0,111.35,6519.75,True,True,True,5,4,110.5042372881356
72,2.0,112.25,8041.65,True,False,True,5,4,111.68958333333332
1,0.0,20.75,20.75,False,False,False,0,0,20.75
27,1.0,101.9,2681.15,True,False,False,4,3,99.30185185185184
14,0.0,80.05,1112.3,True,False,True,2,2,79.45
71,2.0,105.55,7405.5,True,True,False,4,4,104.30281690140843
13,0.0,78.3,1033.95,True,False,True,1,2,79.53461538461539
44,0.0,68.85,2958.95,True,False,True,0,3,67.24886363636364
33,1.0,79.95,2684.85,True,False,True,2,3,81.35909090909091
72,2.0,55.45,4179.2,False,False,False,5,4,58.04444444444445
1,0.0,79.9,79.9,True,True,True,1,0,79.9
19,0.0,106.6,1934.45,True,True,False,5,2,101.81315789473685
64,1.0,102.45,6654.1,True,False,True,5,4,103.9703125
2,0.0,46.0,84.5,False,False,True,0,0,42.25
1,0.0,25.25,25.25,False,True,True,0,0,25.25
61,2.0,19.75,1124.2,False,False,False,0,4,18.42950819672131
29,1.0,20.0,540.05,False,True,False,0,3,18.622413793103448
23,0.0,86.8,1975.85,True,True,True,1,2,85.90652173913043
57,0.0,58.75,3437.45,False,False,False,5,4,60.30614035087719
72,2.0,45.25,3139.8,False,False,False,4,4,43.60833333333333
66,2.0,56.6,3789.2,False,False,False,5,4,57.41212121212121
65,2.0,84.2,5324.5,False,False,True,5,4,81.91538461538461
8,0.0,80.0,624.6,True,False,True,1,1,78.075
4,0.0,70.15,268.35,True,True,True,0,0,67.0875
71,2.0,24.75,1836.9,False,False,False,0,4,25.87183098591549
1,1.0,20.2,20.2,False,True,False,0,0,20.2
4,0.0,50.05,179.35,False,False,True,1,0,44.8375
12,1.0,19.35,219.35,False,False,False,0,1,18.279166666666665
24,1.0,50.6,1288.75,False,False,False,3,2,53.69791666666666
31,1.0,81.15,2545.75,False,False,False,5,3,82.12096774193549
1,0.0,55.2,55.2,False,False,True,1,0,55.2
30,0.0,89.9,2723.15,True,False,True,2,3,90.77166666666668
47,2.0,85.3,4107.25,False,False,False,5,3,87.38829787234043
54,2.0,108.0,5760.65,True,False,False,5,4,106.6787037037037
50,0.0,93.5,4747.5,True,False,False,4,4,94.95
1,0.0,84.6,84.6,True,False,False,2,0,84.6
72,2.0,20.25,1566.9,False,False,False,0,4,21.762500000000003
29,0.0,25.15,702.0,False,True,False,0,3,24.20689655172414
2,0.0,54.4,114.1,False,False,True,1,0,57.05
10,2.0,29.6,299.05,False,False,True,1,1,29.905
18,0.0,73.15,1305.95,True,True,True,0,2,72.55277777777778
11,0.0,95.0,1120.3,True,True,True,3,1,101.84545454545454
16,2.0,19.75,284.35,False,False,False,0,2,17.771875
72,2.0,86.6,6350.5,False,False,True,5,4,88.20138888888889
72,2.0,109.2,7878.3,True,False,True,5,4,109.42083333333332
41,1.0,74.7,3187.65,False,False,False,4,3,77.74756097560976
65,0.0,94.4,6126.15,True,True,False,4,4,94.24846153846153
13,0.0,54.8,731.3,False,True,True,2,2,56.25384615384615
4,0.0,75.35,273.4,True,True,False,1,0,68.35
41,1.0,65.0,2531.8,False,False,True,2,3,61.75121951219513
15,0.0,74.4,1074.3,True,True,True,1,2,71.61999999999999
1,0.0,48.55,48.55,False,False,False,1,0,48.55
42,1.0,99.0,4298.45,True,True,False,4,3,102.3440476190476
51,1.0,93.5,4619.55,True,True,False,4,4,90.57941176470588
2,0.0,70.4,147.15,True,True,True,0,0,73.575
1,0.0,40.2,40.2,False,True,True,2,0,40.2
32,1.0,83.7,2633.3,False,False,True,5,3,82.290625
10,0.0,19.85,193.05,False,False,False,0,1,19.305
67,2.0,59.55,4103.9,False,True,True,5,4,61.252238805970144
61,2.0,115.1,7008.15,True,False,False,6,4,114.88770491803278
50,1.0,114.35,5791.1,True,False,False,6,4,115.822
2,0.0,44.6,80.55,False,False,True,0,0,40.275
29,0.0,45.0,1228.65,False,True,False,3,3,42.36724137931035
3,0.0,41.15,132.2,False,True,True,2,0,44.06666666666666
13,0.0,106.9,1364.3,True,True,True,4,2,104.94615384615383
57,0.0,89.85,4925.35,True,True,True,2,4,86.40964912280702
31,2.0,49.85,1520.1,False,False,False,4,3,49.03548387096774
45,1.0,113.3,5032.25,True,False,False,6,3,111.82777777777778
61,2.0,88.1,5526.75,False,False,False,6,4,90.60245901639344
50,2.0,24.9,1195.25,False,False,False,0,4,23.905
19,0.0,105.0,2007.25,True,False,False,5,2,105.64473684210526
59,2.0,19.35,1099.6,False,False,False,0,4,18.63728813559322
71,2.0,24.25,1732.95,False,False,False,0,4,24.40774647887324
16,0.0,94.45,1511.2,True,True,True,3,2,94.45
57,2.0,59.75,3450.15,False,True,False,3,4,60.52894736842106
1,0.0,24.8,24.8,False,False,True,0,0,24.8
20,0.0,107.05,2172.05,True,True,True,4,2,108.6025
1,0.0,70.6,70.6,True,False,True,0,0,70.6
5,0.0,85.4,401.1,True,True,True,2,0,80.22
52,0.0,105.05,5624.85,True,True,True,4,4,108.17019230769232
21,0.0,64.95,1339.8,False,False,False,3,2,63.8
14,0.0,55.0,771.95,False,True,True,4,2,55.13928571428572
5,0.0,50.55,244.75,False,False,True,1,0,48.95
6,0.0,55.15,322.9,False,False,False,2,0,53.81666666666666
10,0.0,51.2,498.25,False,True,True,1,1,49.825
1,0.0,25.4,25.4,False,False,False,0,0,25.4
68,0.0,54.45,3687.75,False,False,False,1,4,54.231617647058826
18,0.0,95.15,1779.95,True,False,True,3,2,98.88611111111112
22,1.0,76.0,1783.6,True,False,True,0,2,81.07272727272726
20,0.0,44.35,927.15,False,True,True,0,2,46.3575
1,0.0,70.0,70.0,True,True,True,0,0,70.0
8,0.0,74.5,606.55,True,True,True,1,1,75.81875
10,0.0,44.85,435.4,False,False,True,0,1,43.54
24,0.0,76.1,1712.7,True,True,True,0,2,71.3625
35,1.0,61.2,2021.2,False,False,False,3,3,57.74857142857143
23,1.0,86.8,1940.8,True,False,True,3,2,84.38260869565217
6,0.0,89.35,567.8,True,True,True,2,0,94.63333333333333
12,0.0,19.7,220.35,False,False,False,0,1,18.3625
1,0.0,20.25,20.25,False,False,False,0,0,20.25
71,2.0,76.05,5436.45,True,True,True,1,4,76.56971830985916
35,0.0,100.8,3437.5,True,True,True,3,3,98.21428571428572
40,0.0,74.55,3015.75,False,True,True,3,3,75.39375
1,0.0,73.6,73.6,True,False,False,1,0,73.6
23,1.0,64.9,1509.8,False,False,True,2,2,65.64347826086956
4,0.0,95.45,396.1,True,True,True,2,0,99.025
4,0.0,90.4,356.65,True,True,True,3,0,89.1625
68,2.0,60.3,4109.0,False,False,True,5,4,60.4264705882353
38,0.0,81.85,3141.7,True,False,True,1,3,82.67631578947368
52,2.0,24.8,1229.1,False,False,False,0,4,23.63653846153846
32,0.0,74.9,2303.35,True,True,True,0,3,71.9796875
29,2.0,75.55,2054.4,False,False,True,4,3,70.84137931034483
38,0.0,101.15,3741.85,True,True,True,3,3,98.46973684210526
48,1.0,78.75,3682.45,False,False,False,4,3,76.71770833333333
1,0.0,19.25,19.25,False,False,False,0,0,19.25
22,0.0,89.05,1886.25,True,True,False,3,2,85.73863636363636
43,2.0,115.05,4895.1,True,False,False,6,3,113.83953488372094
5,0.0,69.35,341.6,True,True,True,0,0,68.32000000000001
5,0.0,80.6,415.55,True,True,True,1,0,83.11
51,1.0,110.05,5686.4,True,False,False,5,4,111.49803921568626
71,2.0,19.9,1355.1,False,False,False,0,4,19.085915492957746
38,1.0,80.3,3058.65,False,False,False,5,3,80.49078947368422
24,0.0,93.15,2231.05,True,True,True,3,2,92.96041666666667
35,0.0,91.5,3236.35,True,False,True,2,3,92.46714285714286
54,1.0,82.45,4350.1,False,False,False,5,4,80.55740740740741
72,2.0,60.0,4264.0,False,True,True,5,4,59.22222222222222
1,0.0,44.8,44.8,False,True,True,0,0,44.8
9,1.0,48.6,422.3,False,False,False,1,1,46.922222222222224
69,2.0,60.05,4176.7,False,False,False,5,4,60.53188405797101
52,0.0,102.7,5138.1,True,False,True,4,4,98.8096153846154
11,0.0,82.9,880.05,True,True,True,2,1,80.00454545454545
2,0.0,70.35,139.05,True,True,True,0,0,69.525
28,0.0,35.9,973.65,False,True,True,1,3,34.77321428571428
17,0.0,82.65,1470.05,True,False,True,1,2,86.4735294117647
35,2.0,19.85,739.35,False,False,False,0,3,21.124285714285715
8,1.0,19.2,161.95,False,False,False,0,1,20.24375
46,1.0,94.9,4422.95,True,False,True,3,3,96.15108695652174
7,0.0,73.85,511.25,True,True,True,0,1,73.03571428571429
2,0.0,80.6,155.8,True,False,True,1,0,77.9
68,1.0,75.8,5293.95,False,False,True,4,4,77.85220588235293
43,2.0,104.6,4759.85,True,True,True,4,3,110.69418604651165
68,2.0,88.15,6148.45,False,True,False,6,4,90.41838235294118
36,0.0,94.8,3565.65,True,False,True,3,3,99.04583333333332
63,0.0,103.4,6603.0,True,True,True,4,4,104.8095238095238
32,0.0,54.65,1830.1,False,False,True,2,3,57.190625
71,2.0,85.75,6223.8,False,False,False,6,4,87.65915492957747
66,0.0,67.45,4508.65,False,False,False,3,4,68.31287878787879
63,1.0,20.5,1328.15,False,False,False,0,4,21.081746031746032
41,1.0,20.25,865.0,False,False,False,0,3,21.09756097560976
1,0.0,72.1,72.1,True,True,True,0,0,72.1
2,0.0,90.4,168.2,True,True,True,2,0,84.1
70,2.0,19.45,1303.5,False,False,False,0,4,18.62142857142857
23,0.0,44.95,996.85,False,True,True,2,2,43.34130434782609
64,1.0,97.0,6430.9,True,False,False,4,4,100.4828125
37,2.0,62.8,2278.75,False,False,False,3,3,61.58783783783784
17,1.0,44.6,681.4,False,False,True,0,2,40.08235294117647
7,0.0,89.15,574.35,True,True,True,2,1,82.05
4,0.0,84.8,371.9,True,False,True,2,0,92.975
21,0.0,41.9,840.1,False,True,False,2,2,40.00476190476191
10,0.0,80.25,846.0,True,False,True,1,1,84.6
16,0.0,54.1,889.0,False,True,False,1,2,55.5625
64,2.0,105.25,6823.4,True,True,True,4,4,106.615625
27,0.0,30.75,805.1,False,False,False,1,3,29.81851851851852
42,1.0,97.1,4016.75,True,True,False,3,3,95.63690476190476
5,0.0,20.2,83.75,False,False,False,0,0,16.75
41,2.0,98.8,3959.15,True,False,True,4,3,96.56463414634146
58,1.0,50.3,2878.55,False,False,True,1,4,49.63017241379311
47,2.0,20.55,945.7,False,False,False,0,3,20.12127659574468
18,0.0,75.9,1373.05,True,False,True,1,2,76.28055555555555
5,0.0,96.5,492.55,True,False,True,3,0,98.51
23,0.0,59.95,1406.0,False,False,False,2,2,61.130434782608695
1,0.0,19.15,19.15,False,False,False,0,0,19.15
71,1.0,98.65,6962.85,True,False,True,3,4,98.06830985915494
72,2.0,112.6,8126.65,True,False,False,6,4,112.87013888888887
33,1.0,20.6,690.25,False,False,False,0,3,20.916666666666668
2,0.0,85.65,181.5,True,True,True,1,0,90.75
24,2.0,35.75,830.8,False,False,False,2,2,34.61666666666667
56,1.0,99.75,5608.4,True,False,True,4,4,100.15
37,0.0,96.1,3646.8,True,False,True,3,3,98.56216216216217
43,1.0,85.1,3662.25,False,False,True,5,3,85.1686046511628
1,0.0,25.35,25.35,False,False,True,0,0,25.35
25,0.0,104.95,2566.5,True,False,True,4,3,102.66
61,2.0,89.65,5308.7,False,True,False,6,4,87.02786885245901
17,1.0,86.75,1410.25,True,True,True,2,2,82.95588235294117
41,1.0,86.2,3339.05,True,False,True,3,3,81.44024390243902
1,0.0,50.65,50.65,False,False,True,1,0,50.65
72,2.0,64.8,4732.35,False,False,False,6,4,65.72708333333334
1,0.0,90.85,90.85,True,False,True,2,0,90.85
48,2.0,108.1,5067.45,True,False,True,4,3,105.571875
11,0.0,19.95,214.75,False,False,False,0,1,19.522727272727277
55,0.0,85.45,4874.7,True,True,True,2,4,88.63090909090909
42,1.0,54.75,2348.45,False,True,False,5,3,55.91547619047618
44,0.0,90.4,4063.0,True,False,True,2,3,92.3409090909091
1,0.0,44.0,44.0,False,True,True,0,0,44.0
27,0.0,95.6,2595.25,True,False,True,2,3,96.12037037037037
27,0.0,84.8,2309.55,False,False,True,5,3,85.53888888888889
2,0.0,44.3,89.3,False,True,True,0,0,44.65
19,0.0,19.9,367.55,False,False,False,0,2,19.344736842105263
42,0.0,95.05,3944.5,True,True,True,2,3,93.91666666666669
66,2.0,90.05,5965.95,False,False,False,6,4,90.39318181818182
33,0.0,109.9,3694.7,True,False,False,5,3,111.96060606060604
34,0.0,73.95,2524.45,True,False,True,1,3,74.24852941176471
33,0.0,54.6,1803.7,False,True,True,4,3,54.65757575757576
23,1.0,20.05,415.1,False,False,False,0,2,18.047826086956523
32,1.0,19.75,624.15,False,False,False,0,3,19.5046875
11,1.0,20.05,237.7,False,False,False,0,1,21.60909090909091
69,0.0,99.45,7007.6,True,False,True,3,4,101.55942028985508
68,1.0,55.9,3848.8,False,False,False,2,4,56.6
20,2.0,19.7,419.4,False,False,False,0,2,20.97
72,2.0,19.8,1468.75,False,False,False,0,4,20.39930555555556
60,1.0,95.4,5812.0,True,False,False,3,4,96.86666666666666
32,0.0,93.95,2861.45,True,False,True,3,3,89.4203125
1,0.0,19.9,19.9,False,False,False,0,0,19.9
1,0.0,19.6,19.6,False,False,False,0,0,19.6
3,0.0,81.35,233.7,True,True,True,1,0,77.89999999999999
46,1.0,24.45,1066.15,False,False,False,0,3,23.17717391304348
29,0.0,74.95,2149.05,True,True,True,0,3,74.10517241379311
51,0.0,87.35,4473.0,True,True,True,3,4,87.70588235294117
48,0.0,70.65,3545.05,True,False,True,0,3,73.85520833333334
16,0.0,73.25,1195.75,True,False,True,1,2,74.734375
70,2.0,98.7,6858.9,True,False,True,4,4,97.9842857142857
40,2.0,24.8,1024.7,False,False,False,0,3,25.6175
22,0.0,83.3,1845.9,True,True,True,2,2,83.90454545454546
1,0.0,75.3,75.3,True,False,True,1,0,75.3
5,0.0,24.3,132.25,False,False,False,0,0,26.45
7,0.0,69.85,515.45,True,False,True,0,1,73.63571428571429
29,1.0,100.55,2830.45,True,False,True,4,3,97.60172413793104
44,1.0,25.7,1110.5,False,False,False,0,3,25.238636363636363
10,0.0,40.7,449.3,False,False,False,3,1,44.93
55,0.0,51.65,2838.55,False,False,True,0,4,51.61000000000001
52,1.0,105.1,5376.4,True,False,True,4,4,103.39230769230768
10,0.0,85.95,858.6,True,True,True,1,1,85.86
18,0.0,75.6,1395.05,True,False,True,0,2,77.50277777777778
68,1.0,58.25,3975.7,False,False,False,2,4,58.46617647058823
61,0.0,19.4,1182.55,False,False,False,0,4,19.38606557377049
72,2.0,65.2,4784.45,False,False,False,6,4,66.45069444444444
2,0.0,53.45,119.5,False,True,False,2,0,59.75
12,0.0,45.4,518.9,False,False,True,0,1,43.24166666666667
41,2.0,19.75,899.45,False,True,False,0,3,21.93780487804878
26,0.0,44.45,1183.8,False,False,True,3,3,45.53076923076923
36,1.0,20.85,720.05,False,False,False,0,3,20.001388888888886
72,2.0,114.05,8468.2,True,False,False,6,4,117.6138888888889
35,0.0,89.85,3161.2,True,False,True,2,3,90.32
1,0.0,55.05,55.05,False,False,True,2,0,55.05
16,0.0,112.95,1882.55,True,True,False,5,2,117.659375
49,0.0,101.55,5070.4,True,False,False,3,4,103.47755102040816
